    0.1118130E-06   -0.7119650E-06    0.1243715E-06    0.7500098E-05    0.1341334E-04    0.2218550E-05   -0.2709974E-02   -0.1090709E-02   -0.6325869E-04   -0.1645083E-03   -0.4525642E-03    0.1668232E-04    0.3239713E-06   -0.8729753E-05   -0.2116638E-05    0.3128917E-08   -0.1750871E-07    0.3777259E-05   -0.1018432E-03   -0.2734312E-04
   -0.7119650E-06    0.9762654E-05   -0.1143897E-05   -0.7176299E-04   -0.1196862E-03   -0.2527866E-04    0.2519739E-01    0.7083005E-02    0.1104565E-02    0.8307335E-03    0.2664899E-02   -0.6363217E-04   -0.2534181E-05    0.4415232E-04    0.1868238E-04   -0.2441309E-07    0.1692102E-06   -0.2445640E-04    0.4860136E-03    0.3086488E-03
    0.1243715E-06   -0.1143897E-05    0.4612886E-06    0.1031701E-04    0.1817002E-04    0.3598042E-05   -0.3244063E-02   -0.1052308E-02   -0.3898556E-04   -0.1594417E-03   -0.4750254E-03    0.3155943E-04    0.5191438E-06   -0.5596188E-05   -0.4128019E-05    0.2025872E-08   -0.2638278E-07    0.4489293E-05   -0.6289330E-04   -0.3668912E-04
    0.7500098E-05   -0.7176299E-04    0.1031701E-04    0.1469009E-02    0.2755648E-02    0.2521953E-03   -0.3699860E+00   -0.8685561E-01    0.3293335E-01   -0.2440646E-01   -0.5512975E-01   -0.4198124E-03    0.1259353E-03   -0.1251682E-02   -0.1589729E-03   -0.7993692E-07   -0.2119800E-05    0.3212007E-03   -0.1585990E-01   -0.3213221E-02
    0.1341334E-04   -0.1196862E-03    0.1817002E-04    0.2755648E-02    0.5213233E-02    0.4416614E-03   -0.6837430E+00   -0.1522605E+00    0.7999040E-01   -0.5006756E-01   -0.1083687E+00   -0.1518378E-02    0.2722663E-03   -0.2539112E-02   -0.2605206E-03   -0.1849581E-06   -0.3276338E-05    0.6229285E-03   -0.3217570E-01   -0.5054946E-02
    0.2218550E-05   -0.2527866E-04    0.3598042E-05    0.2521953E-03    0.4416614E-03    0.8898719E-04   -0.1124627E+00   -0.2376655E-01    0.1314809E-01   -0.7906903E-02   -0.1764043E-01   -0.1617889E-03    0.4275438E-04   -0.3973848E-03   -0.5860936E-04    0.6078613E-08   -0.1931048E-06    0.1357304E-03   -0.4844306E-02   -0.6699624E-03
   -0.2709974E-02    0.2519739E-01   -0.3244063E-02   -0.3699860E+00   -0.6837430E+00   -0.1124627E+00    0.3570403E+04    0.1299934E+03   -0.1240058E+03    0.7248406E+02    0.9957074E+02   -0.6579856E+02   -0.7964628E+00   -0.2817961E+00    0.8089311E+00    0.8925243E-03   -0.1539808E-02   -0.1398749E+00   -0.1147533E+02    0.1733752E+02
   -0.1090709E-02    0.7083005E-02   -0.1052308E-02   -0.8685561E-01   -0.1522605E+00   -0.2376655E-01    0.1299934E+03    0.1779739E+03    0.2538959E+02   -0.3276886E+02    0.6203161E+01   -0.7203105E+01   -0.1297742E+00    0.1353346E+00    0.4687851E-01    0.1833146E-04    0.1074901E-02    0.1050735E+01   -0.1180711E+02    0.5634547E+00
   -0.6325869E-04    0.1104565E-02   -0.3898556E-04    0.3293335E-01    0.7999040E-01    0.1314809E-01   -0.1240058E+03    0.2538959E+02    0.2779993E+03   -0.2246794E+02   -0.1115583E+03    0.3709576E+01    0.5159855E-01   -0.1592512E+01   -0.9356315E+00    0.1973104E-04   -0.2873794E-02    0.5510985E+00   -0.1150518E+02    0.1094816E+01
   -0.1645083E-03    0.8307335E-03   -0.1594417E-03   -0.2440646E-01   -0.5006756E-01   -0.7906903E-02    0.7248406E+02   -0.3276886E+02   -0.2246794E+02    0.2815673E+02    0.1337701E+02   -0.2342451E+01   -0.1698937E-02    0.8465216E-01    0.9653278E-01   -0.1080896E-04   -0.4576871E-03    0.1362172E+00   -0.2265805E+00   -0.3925065E+00
